"Country or Area","Year(s)","Variant","Value"
"Portugal","2050","Instant replacement","11714.197"
"Portugal","2050","Low variant","8721.957"
"Portugal","2050","Medium variant","9843.493"
"Portugal","2050","No change (Const. Fer.&Mor.&Zero migration)","7979.415"
"Portugal","2050","Zero migration (Medium)","8956.027"
"Portugal","2045","Const. mortality (Medium)","9366.465"
"Portugal","2045","Constant-fertility scenario","9879.152"
"Portugal","2045","High variant","11043.8"
"Portugal","2045","Instant replacement","11606.538"
"Portugal","2045","Low variant","9100.663"
"Portugal","2045","Medium variant","10049.127"
"Portugal","2045","No change (Const. Fer.&Mor.&Zero migration)","8465.399"
"Portugal","2045","Zero migration (Medium)","9273.739"
"Portugal","2040","Const. mortality (Medium)","9656.773"
"Portugal","2040","Constant-fertility scenario","10103.181"
"Portugal","2040","High variant","11019.231"
"Portugal","2040","Instant replacement","11496.139"
"Portugal","2040","Low variant","9422.421"
"Portugal","2040","Medium variant","10213.44"
"Portugal","2040","No change (Const. Fer.&Mor.&Zero migration)","8912.565"
"Portugal","2040","Zero migration (Medium)","9550.28"
"Portugal","2035","Const. mortality (Medium)","9903.109"
"Portugal","2035","Constant-fertility scenario","10279.733"
"Portugal","2035","High variant","10985.732"
"Portugal","2035","Instant replacement","11409.497"
"Portugal","2035","Low variant","9690.71"
"Portugal","2035","Medium variant","10336.951"
"Portugal","2035","No change (Const. Fer.&Mor.&Zero migration)","9313.25"
"Portugal","2035","Zero migration (Medium)","9786.499"
"Portugal","2030","Const. mortality (Medium)","10113.817"
"Portugal","2030","Constant-fertility scenario","10416.744"
"Portugal","2030","High variant","10938.863"
"Portugal","2030","Instant replacement","11329.206"
"Portugal","2030","Low variant","9926.902"
"Portugal","2030","Medium variant","10432.816"
"Portugal","2030","No change (Const. Fer.&Mor.&Zero migration)","9670.005"
"Portugal","2030","Zero migration (Medium)","9995.716"
"Portugal","2025","Const. mortality (Medium)","10299.629"
"Portugal","2025","Constant-fertility scenario","10523.333"
"Portugal","2025","High variant","10878.235"
"Portugal","2025","Instant replacement","11228.659"
"Portugal","2025","Low variant","10150.134"
"Portugal","2025","Medium variant","10514.185"
"Portugal","2025","No change (Const. Fer.&Mor.&Zero migration)","9988.602"
"Portugal","2025","Zero migration (Medium)","10190.443"
"Portugal","2020","Const. mortality (Medium)","10456.919"
"Portugal","2020","Constant-fertility scenario","10596.622"
"Portugal","2020","High variant","10794.619"
"Portugal","2020","Instant replacement","11087.106"
"Portugal","2020","Low variant","10362.407"
"Portugal","2020","Medium variant","10578.513"
"Portugal","2020","No change (Const. Fer.&Mor.&Zero migration)","10263.557"
"Portugal","2020","Zero migration (Medium)","10366.374"
"Portugal","2015","Const. mortality (Medium)","10564.595"
"Portugal","2015","Constant-fertility scenario","10621.625"
"Portugal","2015","High variant","10697.897"
"Portugal","2015","Instant replacement","10877.675"
"Portugal","2015","Low variant","10522.131"
"Portugal","2015","Medium variant","10610.014"
"Portugal","2015","No change (Const. Fer.&Mor.&Zero migration)","10472.315"
"Portugal","2015","Zero migration (Medium)","10506.18"
"Portugal","2010","Const. mortality (Medium)","10589.792"
"Portugal","2010","Constant-fertility scenario","10589.792"
"Portugal","2010","High variant","10589.792"
"Portugal","2010","Instant replacement","10589.792"
"Portugal","2010","Low variant","10589.792"
"Portugal","2010","Medium variant","10589.792"
"Portugal","2010","No change (Const. Fer.&Mor.&Zero migration)","10589.792"
"Portugal","2010","Zero migration (Medium)","10589.792"
"Portugal","2005","Medium variant","10510.967"
"Portugal","2000","Medium variant","10306.192"
"Portugal","1995","Medium variant","10097.055"
"Portugal","1990","Medium variant","9899.45"
"Portugal","1985","Medium variant","9938.162"
"Portugal","1980","Medium variant","9764.82"
"Portugal","1975","Medium variant","9185.876"
"Portugal","1970","Medium variant","8670.352"
"Portugal","1965","Medium variant","8888.635"
"Portugal","1960","Medium variant","8875.311"
"Portugal","1955","Medium variant","8661.418"
"Portugal","1950","Medium variant","8416.969"
"Romania","2100","Const. mortality (Medium)","10546.87"
"Romania","2100","Constant-fertility scenario","8226.139"
"Romania","2100","High variant","21680.487"
"Romania","2100","Instant replacement","20915.009"
"Romania","2100","Low variant","6580.374"
"Romania","2100","Medium variant","12603.32"
"Romania","2100","No change (Const. Fer.&Mor.&Zero migration)","7159.408"
"Romania","2100","Zero migration (Medium)","13605.845"
"Romania","2095","Const. mortality (Medium)","10883.353"
"Romania","2095","Constant-fertility scenario","8824.406"
"Romania","2095","High variant","21229.855"
"Romania","2095","Instant replacement","20796.616"
"Romania","2095","Low variant","7152.515"
"Romania","2095","Medium variant","12881.45"
"Romania","2095","No change (Const. Fer.&Mor.&Zero migration)","7763.715"
"Romania","2095","Zero migration (Medium)","13869.728"
"Romania","2090","Const. mortality (Medium)","11253.074"
"Romania","2090","Constant-fertility scenario","9457.053"
"Romania","2090","High variant","20811.403"
"Romania","2090","Instant replacement","20664.801"
"Romania","2090","Low variant","7788.073"
"Romania","2090","Medium variant","13186.713"
"Romania","2090","No change (Const. Fer.&Mor.&Zero migration)","8411.022"
"Romania","2090","Zero migration (Medium)","14152.201"
"Romania","2085","Const. mortality (Medium)","11651.813"
"Romania","2085","Constant-fertility scenario","10140.202"
"Romania","2085","High variant","20438.642"
"Romania","2085","Instant replacement","20533.113"
"Romania","2085","Low variant","8497.583"
"Romania","2085","Medium variant","13536.551"
"Romania","2085","No change (Const. Fer.&Mor.&Zero migration)","9097.315"
"Romania","2085","Zero migration (Medium)","14471.107"
"Romania","2080","Const. mortality (Medium)","12094.268"
"Romania","2080","Constant-fertility scenario","10895.698"
"Romania","2080","High variant","20139.463"
"Romania","2080","Instant replacement","20423.503"
"Romania","2080","Low variant","9297.108"
"Romania","2080","Medium variant","13955.309"
"Romania","2080","No change (Const. Fer.&Mor.&Zero migration)","9833.546"
"Romania","2080","Zero migration (Medium)","14851.163"
"Romania","2075","Const. mortality (Medium)","12614.614"
"Romania","2075","Constant-fertility scenario","11735.965"
"Romania","2075","High variant","19949.676"
"Romania","2075","Instant replacement","20370.636"
"Romania","2075","Low variant","10193.943"
"Romania","2075","Medium variant","14461.489"
"Romania","2075","No change (Const. Fer.&Mor.&Zero migration)","10645.468"
"Romania","2075","Zero migration (Medium)","15311.062"
"Romania","2070","Const. mortality (Medium)","13243.076"
"Romania","2070","Constant-fertility scenario","12651.744"
"Romania","2070","High variant","19893.895"
"Romania","2070","Instant replacement","20412.083"
"Romania","2070","Low variant","11175.318"
"Romania","2070","Medium variant","15055.278"
"Romania","2070","No change (Const. Fer.&Mor.&Zero migration)","11551.459"
"Romania","2070","Zero migration (Medium)","15851.168"
"Romania","2065","Const. mortality (Medium)","13984.431"
"Romania","2065","Constant-fertility scenario","13620.536"
"Romania","2065","High variant","19966.775"
"Romania","2065","Instant replacement","20565.9"
"Romania","2065","Low variant","12217.708"
"Romania","2065","Medium variant","15720.163"
"Romania","2065","No change (Const. Fer.&Mor.&Zero migration)","12548.319"
"Romania","2065","Zero migration (Medium)","16455.135"
"Romania","2060","Const. mortality (Medium)","14817.046"
"Romania","2060","Constant-fertility scenario","14613.96"
"Romania","2060","High variant","20127.176"
"Romania","2060","Instant replacement","20802.944"
"Romania","2060","Low variant","13295.808"
"Romania","2060","Medium variant","16427.447"
"Romania","2060","No change (Const. Fer.&Mor.&Zero migration)","13613.41"
"Romania","2060","Zero migration (Medium)","17094.915"
"Romania","2055","Const. mortality (Medium)","15696.287"
"Romania","2055","Constant-fertility scenario","15596.812"
"Romania","2055","High variant","20306.043"
"Romania","2055","Instant replacement","21045.8"
"Romania","2055","Low variant","14378.449"
"Romania","2055","Medium variant","17135.032"
"Romania","2055","No change (Const. Fer.&Mor.&Zero migration)","14708.483"
"Romania","2055","Zero migration (Medium)","17729.655"
"Romania","2050","Const. mortality (Medium)","16570.932"
"Romania","2050","Constant-fertility scenario","16538.093"
"Romania","2050","High variant","20456.007"
"Romania","2050","Instant replacement","21215.899"
"Romania","2050","Low variant","15435.657"
"Romania","2050","Medium variant","17808.862"
"Romania","2050","No change (Const. Fer.&Mor.&Zero migration)","15785.935"
"Romania","2050","Zero migration (Medium)","18327.19"
"Romania","2045","Const. mortality (Medium)","17416.305"
"Romania","2045","Constant-fertility scenario","17427.983"
"Romania","2045","High variant","20594.149"
"Romania","2045","Instant replacement","21306.804"
"Romania","2045","Low variant","16449.708"
"Romania","2045","Medium variant","18445.37"
"Romania","2045","No change (Const. Fer.&Mor.&Zero migration)","16816.125"
"Romania","2045","Zero migration (Medium)","18885.802"
"Romania","2040","Const. mortality (Medium)","18235.891"
"Romania","2040","Constant-fertility scenario","18264.376"
"Romania","2040","High variant","20772.509"
"Romania","2040","Instant replacement","21401.291"
"Romania","2040","Low variant","17406.924"
"Romania","2040","Medium variant","19056.152"
"Romania","2040","No change (Const. Fer.&Mor.&Zero migration)","17794.475"
"Romania","2040","Zero migration (Medium)","19422.486"
"Romania","2035","Const. mortality (Medium)","19035.087"
"Romania","2035","Constant-fertility scenario","19050.425"
"Romania","2035","High variant","21019.961"
"Romania","2035","Instant replacement","21589.927"
"Romania","2035","Low variant","18306.614"
"Romania","2035","Medium variant","19652.457"
"Romania","2035","No change (Const. Fer.&Mor.&Zero migration)","18718.491"
"Romania","2035","Zero migration (Medium)","19948.162"
"Romania","2030","Const. mortality (Medium)","19796.98"
"Romania","2030","Constant-fertility scenario","19790.358"
"Romania","2030","High variant","21305.99"
"Romania","2030","Instant replacement","21850.957"
"Romania","2030","Low variant","19162.511"
"Romania","2030","Medium variant","20232.088"
"Romania","2030","No change (Const. Fer.&Mor.&Zero migration)","19577.279"
"Romania","2030","Zero migration (Medium)","20459.924"
"Romania","2025","Const. mortality (Medium)","20491.259"
"Romania","2025","Constant-fertility scenario","20471.617"
"Romania","2025","High variant","21561.632"
"Romania","2025","Instant replacement","22089.386"
"Romania","2025","Low variant","19979.429"
"Romania","2025","Medium variant","20770.532"
"Romania","2025","No change (Const. Fer.&Mor.&Zero migration)","20352.696"
"Romania","2025","Zero migration (Medium)","20933.496"
"Romania","2020","Const. mortality (Medium)","21075.186"
"Romania","2020","Constant-fertility scenario","21057.663"
"Romania","2020","High variant","21707.193"
"Romania","2020","Instant replacement","22201.242"
"Romania","2020","Low variant","20745.051"
"Romania","2020","Medium variant","21226.122"
"Romania","2020","No change (Const. Fer.&Mor.&Zero migration)","21008.526"
"Romania","2020","Zero migration (Medium)","21328.691"
"Romania","2015","Const. mortality (Medium)","21524.573"
"Romania","2015","Constant-fertility scenario","21517.599"
"Romania","2015","High variant","21775.12"
"Romania","2015","Instant replacement","22116.3"
"Romania","2015","Low variant","21383.282"
"Romania","2015","Medium variant","21579.201"
"Romania","2015","No change (Const. Fer.&Mor.&Zero migration)","21511.052"
"Romania","2015","Zero migration (Medium)","21627.352"
"Romania","2010","Const. mortality (Medium)","21861.476"
"Romania","2010","Constant-fertility scenario","21861.476"
"Romania","2010","High variant","21861.476"
"Romania","2010","Instant replacement","21861.476"
"Romania","2010","Low variant","21861.476"
"Romania","2010","Medium variant","21861.476"
"Romania","2010","No change (Const. Fer.&Mor.&Zero migration)","21861.476"
"Romania","2010","Zero migration (Medium)","21861.476"
"Romania","2005","Medium variant","22113.264"
"Romania","2000","Medium variant","22388.354"
"Romania","1995","Medium variant","22963.512"
"Romania","1990","Medium variant","23372.101"
"Romania","1985","Medium variant","22897.617"
"Romania","1980","Medium variant","22399.772"
"Romania","1975","Medium variant","21469.734"
"Romania","1970","Medium variant","20331.839"
"Romania","1965","Medium variant","19037.432"
"Romania","1960","Medium variant","18457.807"
"Romania","1955","Medium variant","17389.991"
"Romania","1950","Medium variant","16236.292"
"Russian Federation","2100","Const. mortality (Medium)","85493.143"
"Russian Federation","2100","Constant-fertility scenario","66890.901"
"Russian Federation","2100","High variant","175168.947"
"Russian Federation","2100","Instant replacement","151278.392"
"Russian Federation","2100","Low variant","54439.371"
"Russian Federation","2100","Medium variant","101881.914"
"Russian Federation","2100","No change (Const. Fer.&Mor.&Zero migration)","48130.815"
"Russian Federation","2100","Zero migration (Medium)","92398.409"
"Russian Federation","2095","Const. mortality (Medium)","87496.829"
"Russian Federation","2095","Constant-fertility scenario","70569.421"
"Russian Federation","2095","High variant","169808.224"
"Russian Federation","2095","Instant replacement","149879.277"
"Russian Federation","2095","Low variant","58104.647"
"Russian Federation","2095","Medium variant","103007.689"
"Russian Federation","2095","No change (Const. Fer.&Mor.&Zero migration)","51721.164"
"Russian Federation","2095","Zero migration (Medium)","93524.566"
"Russian Federation","2090","Const. mortality (Medium)","89525.675"
"Russian Federation","2090","Constant-fertility scenario","74228.635"
"Russian Federation","2090","High variant","164548.118"
"Russian Federation","2090","Instant replacement","148195.705"
"Russian Federation","2090","Low variant","61905.275"
"Russian Federation","2090","Medium variant","104044.489"
"Russian Federation","2090","No change (Const. Fer.&Mor.&Zero migration)","55528.611"
"Russian Federation","2090","Zero migration (Medium)","94625.324"
"Russian Federation","2085","Const. mortality (Medium)","91583.282"
"Russian Federation","2085","Constant-fertility scenario","77928.714"
"Russian Federation","2085","High variant","159591.535"
"Russian Federation","2085","Instant replacement","146461.989"
"Russian Federation","2085","Low variant","65895.392"
"Russian Federation","2085","Medium variant","105115.924"
"Russian Federation","2085","No change (Const. Fer.&Mor.&Zero migration)","59510.307"
"Russian Federation","2085","Zero migration (Medium)","95820.515"
"Russian Federation","2080","Const. mortality (Medium)","93765.25"
"Russian Federation","2080","Constant-fertility scenario","81849.512"
"Russian Federation","2080","High variant","155110.164"
"Russian Federation","2080","Instant replacement","144877.533"
"Russian Federation","2080","Low variant","70245.054"
"Russian Federation","2080","Medium variant","106427.668"
"Russian Federation","2080","No change (Const. Fer.&Mor.&Zero migration)","63739.523"
"Russian Federation","2080","Zero migration (Medium)","97317.169"
"Russian Federation","2075","Const. mortality (Medium)","96215.837"
"Russian Federation","2075","Constant-fertility scenario","86121.583"
"Russian Federation","2075","High variant","151129.228"
"Russian Federation","2075","Instant replacement","143454.303"
"Russian Federation","2075","Low variant","75058.099"
"Russian Federation","2075","Medium variant","108088.853"
"Russian Federation","2075","No change (Const. Fer.&Mor.&Zero migration)","68382.669"
"Russian Federation","2075","Zero migration (Medium)","99229.182"
"Russian Federation","2070","Const. mortality (Medium)","99038.896"
"Russian Federation","2070","Constant-fertility scenario","90733.373"
"Russian Federation","2070","High variant","147671.012"
"Russian Federation","2070","Instant replacement","142162.411"
"Russian Federation","2070","Low variant","80285.311"
"Russian Federation","2070","Medium variant","110090.632"
"Russian Federation","2070","No change (Const. Fer.&Mor.&Zero migration)","73545.074"
"Russian Federation","2070","Zero migration (Medium)","101548.751"
"Russian Federation","2065","Const. mortality (Medium)","102264.264"
"Russian Federation","2065","Constant-fertility scenario","95595"
"Russian Federation","2065","High variant","144902.484"
"Russian Federation","2065","Instant replacement","141171.507"
"Russian Federation","2065","Low variant","85809.328"
"Russian Federation","2065","Medium variant","112418.238"
"Russian Federation","2065","No change (Const. Fer.&Mor.&Zero migration)","79185.904"
"Russian Federation","2065","Zero migration (Medium)","104261.08"
"Russian Federation","2060","Const. mortality (Medium)","105864.721"
"Russian Federation","2060","Constant-fertility scenario","100554.213"
"Russian Federation","2060","High variant","142931.982"
"Russian Federation","2060","Instant replacement","140710.794"
"Russian Federation","2060","Low variant","91481.036"
"Russian Federation","2060","Medium variant","115022.961"
"Russian Federation","2060","No change (Const. Fer.&Mor.&Zero migration)","85175.848"
"Russian Federation","2060","Zero migration (Medium)","107326.208"
"Russian Federation","2055","Const. mortality (Medium)","109753.944"
"Russian Federation","2055","Constant-fertility scenario","105558.132"
"Russian Federation","2055","High variant","141663.117"
"Russian Federation","2055","Instant replacement","140806.928"
"Russian Federation","2055","Low variant","97278.966"
"Russian Federation","2055","Medium variant","117879.005"
"Russian Federation","2055","No change (Const. Fer.&Mor.&Zero migration)","91393.51"
"Russian Federation","2055","Zero migration (Medium)","110722.614"
"Russian Federation","2050","Const. mortality (Medium)","113811.414"
"Russian Federation","2050","Constant-fertility scenario","110598.699"
"Russian Federation","2050","High variant","140760.536"
"Russian Federation","2050","Instant replacement","141086.682"
"Russian Federation","2050","Low variant","103212.97"
"Russian Federation","2050","Medium variant","120896.083"
"Russian Federation","2050","No change (Const. Fer.&Mor.&Zero migration)","97785.706"
"Russian Federation","2050","Zero migration (Medium)","114353.062"
"Russian Federation","2045","Const. mortality (Medium)","117927.235"
"Russian Federation","2045","Constant-fertility scenario","115626.607"
"Russian Federation","2045","High variant","139974.65"
"Russian Federation","2045","Instant replacement","141114.175"
"Russian Federation","2045","Low variant","109196.953"
"Russian Federation","2045","Medium variant","123942.885"
"Russian Federation","2045","No change (Const. Fer.&Mor.&Zero migration)","104306.233"
"Russian Federation","2045","Zero migration (Medium)","118066.991"
"Russian Federation","2040","Const. mortality (Medium)","122112.988"
"Russian Federation","2040","Constant-fertility scenario","120570.052"
"Russian Federation","2040","High variant","139520.851"
"Russian Federation","2040","Instant replacement","140975.631"
"Russian Federation","2040","Low variant","115066.689"
"Russian Federation","2040","Medium variant","127004.585"
"Russian Federation","2040","No change (Const. Fer.&Mor.&Zero migration)","110848.275"
"Russian Federation","2040","Zero migration (Medium)","121786.532"
"Russian Federation","2035","Const. mortality (Medium)","126450.471"
"Russian Federation","2035","Constant-fertility scenario","125368.886"
"Russian Federation","2035","High variant","139845.749"
"Russian Federation","2035","Instant replacement","141383.304"
"Russian Federation","2035","Low variant","120719.985"
"Russian Federation","2035","Medium variant","130200.447"
"Russian Federation","2035","No change (Const. Fer.&Mor.&Zero migration)","117304.735"
"Russian Federation","2035","Zero migration (Medium)","125630.281"
"Russian Federation","2030","Const. mortality (Medium)","130889.092"
"Russian Federation","2030","Constant-fertility scenario","129960.412"
"Russian Federation","2030","High variant","140983.594"
"Russian Federation","2030","Instant replacement","142751.628"
"Russian Federation","2030","Low variant","126149.217"
"Russian Federation","2030","Medium variant","133556.108"
"Russian Federation","2030","No change (Const. Fer.&Mor.&Zero migration)","123631.559"
"Russian Federation","2030","Zero migration (Medium)","129736.797"
"Russian Federation","2025","Const. mortality (Medium)","135263.841"
"Russian Federation","2025","Constant-fertility scenario","134400.392"
"Russian Federation","2025","High variant","142434.879"
"Russian Federation","2025","Instant replacement","144546.579"
"Russian Federation","2025","Low variant","131499.836"
"Russian Federation","2025","Medium variant","136967.36"
"Russian Federation","2025","No change (Const. Fer.&Mor.&Zero migration)","129767.856"
"Russian Federation","2025","Zero migration (Medium)","133960.12"
"Russian Federation","2020","Const. mortality (Medium)","139107.412"
"Russian Federation","2020","Constant-fertility scenario","138484.285"
"Russian Federation","2020","High variant","143353.274"
"Russian Federation","2020","Instant replacement","145696.935"
"Russian Federation","2020","Low variant","136668.337"
"Russian Federation","2020","Medium variant","140010.809"
"Russian Federation","2020","No change (Const. Fer.&Mor.&Zero migration)","135400.01"
"Russian Federation","2020","Zero migration (Medium)","137805.941"
"Russian Federation","2015","Const. mortality (Medium)","141768.451"
"Russian Federation","2015","Constant-fertility scenario","141550.744"
"Russian Federation","2015","High variant","143463.029"
"Russian Federation","2015","Instant replacement","145282.916"
"Russian Federation","2015","Low variant","140733.25"
"Russian Federation","2015","Medium variant","142098.141"
"Russian Federation","2015","No change (Const. Fer.&Mor.&Zero migration)","140064.649"
"Russian Federation","2015","Zero migration (Medium)","140938.779"
"Russian Federation","2010","Const. mortality (Medium)","143615.916"
"Russian Federation","2010","Constant-fertility scenario","143617.913"
"Russian Federation","2010","High variant","143617.913"
"Russian Federation","2010","Instant replacement","143615.916"
"Russian Federation","2010","Low variant","143617.913"
"Russian Federation","2010","Medium variant","143617.913"
"Russian Federation","2010","No change (Const. Fer.&Mor.&Zero migration)","143615.916"
"Russian Federation","2010","Zero migration (Medium)","143615.916"
"Russian Federation","2005","Medium variant","143932.966"
"Russian Federation","2000","Medium variant","146762.881"
"Russian Federation","1995","Medium variant","148602.147"
"Russian Federation","1990","Medium variant","148148.752"
"Russian Federation","1985","Medium variant","143524.125"
"Russian Federation","1980","Medium variant","138535.754"
"Russian Federation","1975","Medium variant","134134.567"
"Russian Federation","1970","Medium variant","130357.806"
"Russian Federation","1965","Medium variant","126679.945"
"Russian Federation","1960","Medium variant","120057.109"
"Russian Federation","1955","Medium variant","111555.224"
"Russian Federation","1950","Medium variant","102798.657"
"Serbia","2100","Const. mortality (Medium)","3348.234"
"Serbia","2100","Constant-fertility scenario","3175.622"
"Serbia","2100","High variant","7651.665"
"Serbia","2100","Instant replacement","8062.922"
"Serbia","2100","Low variant","1736.898"
"Serbia","2100","Medium variant","4054.065"
"Serbia","2100","No change (Const. Fer.&Mor.&Zero migration)","3766.304"
"Serbia","2100","Zero migration (Medium)","5836.684"
"Serbia","2095","Const. mortality (Medium)","3488.705"
"Serbia","2095","Constant-fertility scenario","3416.426"
"Serbia","2095","High variant","7537.999"
"Serbia","2095","Instant replacement","8036.045"
"Serbia","2095","Low variant","1974.893"
"Serbia","2095","Medium variant","4204.695"
"Serbia","2095","No change (Const. Fer.&Mor.&Zero migration)","4041.01"
"Serbia","2095","Zero migration (Medium)","5986.953"
"Serbia","2090","Const. mortality (Medium)","3663.423"
"Serbia","2090","Constant-fertility scenario","3691.128"
"Serbia","2090","High variant","7457.395"
"Serbia","2090","Instant replacement","8023.654"
"Serbia","2090","Low variant","2268.978"
"Serbia","2090","Medium variant","4391.727"
"Serbia","2090","No change (Const. Fer.&Mor.&Zero migration)","4334.498"
"Serbia","2090","Zero migration (Medium)","6156.981"
"Serbia","2085","Const. mortality (Medium)","3877.107"
"Serbia","2085","Constant-fertility scenario","4002.225"
"Serbia","2085","High variant","7412.536"
"Serbia","2085","Instant replacement","8028.098"
"Serbia","2085","Low variant","2618.276"
"Serbia","2085","Medium variant","4618.538"
"Serbia","2085","No change (Const. Fer.&Mor.&Zero migration)","4648.839"
"Serbia","2085","Zero migration (Medium)","6350.357"
"Serbia","2080","Const. mortality (Medium)","4135.077"
"Serbia","2080","Constant-fertility scenario","4352.051"
"Serbia","2080","High variant","7408.557"
"Serbia","2080","Instant replacement","8050.681"
"Serbia","2080","Low variant","3020.773"
"Serbia","2080","Medium variant","4887.966"
"Serbia","2080","No change (Const. Fer.&Mor.&Zero migration)","4987.519"
"Serbia","2080","Zero migration (Medium)","6569.716"
"Serbia","2075","Const. mortality (Medium)","4442.229"
"Serbia","2075","Constant-fertility scenario","4739.11"
"Serbia","2075","High variant","7452.567"
"Serbia","2075","Instant replacement","8096.868"
"Serbia","2075","Low variant","3470.178"
"Serbia","2075","Medium variant","5198.912"
"Serbia","2075","No change (Const. Fer.&Mor.&Zero migration)","5353.571"
"Serbia","2075","Zero migration (Medium)","6813.614"
"Serbia","2070","Const. mortality (Medium)","4800.25"
"Serbia","2070","Constant-fertility scenario","5156.71"
"Serbia","2070","High variant","7548.137"
"Serbia","2070","Instant replacement","8178.054"
"Serbia","2070","Low variant","3955.581"
"Serbia","2070","Medium variant","5544.752"
"Serbia","2070","No change (Const. Fer.&Mor.&Zero migration)","5746.929"
"Serbia","2070","Zero migration (Medium)","7075.33"
"Serbia","2065","Const. mortality (Medium)","5204.319"
"Serbia","2065","Constant-fertility scenario","5594.862"
"Serbia","2065","High variant","7688.414"
"Serbia","2065","Instant replacement","8301.521"
"Serbia","2065","Low variant","4465.379"
"Serbia","2065","Medium variant","5915.035"
"Serbia","2065","No change (Const. Fer.&Mor.&Zero migration)","6161.958"
"Serbia","2065","Zero migration (Medium)","7344.688"
"Serbia","2060","Const. mortality (Medium)","5642.837"
"Serbia","2060","Constant-fertility scenario","6040.99"
"Serbia","2060","High variant","7854.358"
"Serbia","2060","Instant replacement","8455.643"
"Serbia","2060","Low variant","4989.325"
"Serbia","2060","Medium variant","6297.332"
"Serbia","2060","No change (Const. Fer.&Mor.&Zero migration)","6586.525"
"Serbia","2060","Zero migration (Medium)","7610.198"
"Serbia","2055","Const. mortality (Medium)","6100.779"
"Serbia","2055","Constant-fertility scenario","6486.421"
"Serbia","2055","High variant","8027.073"
"Serbia","2055","Instant replacement","8615.131"
"Serbia","2055","Low variant","5522.68"
"Serbia","2055","Medium variant","6683.761"
"Serbia","2055","No change (Const. Fer.&Mor.&Zero migration)","7005.728"
"Serbia","2055","Zero migration (Medium)","7865.983"
"Serbia","2050","Const. mortality (Medium)","6568.184"
"Serbia","2050","Constant-fertility scenario","6928.109"
"Serbia","2050","High variant","8203.12"
"Serbia","2050","Instant replacement","8758.176"
"Serbia","2050","Low variant","6063.877"
"Serbia","2050","Medium variant","7073.806"
"Serbia","2050","No change (Const. Fer.&Mor.&Zero migration)","7409.49"
"Serbia","2050","Zero migration (Medium)","8114.854"
"Serbia","2045","Const. mortality (Medium)","7042.097"
"Serbia","2045","Constant-fertility scenario","7368.412"
"Serbia","2045","High variant","8396.853"
"Serbia","2045","Instant replacement","8888.815"
"Serbia","2045","Low variant","6609.357"
"Serbia","2045","Medium variant","7470.861"
"Serbia","2045","No change (Const. Fer.&Mor.&Zero migration)","7797.374"
"Serbia","2045","Zero migration (Medium)","8363.583"
"Serbia","2040","Const. mortality (Medium)","7511.043"
"Serbia","2040","Constant-fertility scenario","7796.574"
"Serbia","2040","High variant","8612.926"
"Serbia","2040","Instant replacement","9029.113"
"Serbia","2040","Low variant","7138.045"
"Serbia","2040","Medium variant","7862.548"
"Serbia","2040","No change (Const. Fer.&Mor.&Zero migration)","8172.723"
"Serbia","2040","Zero migration (Medium)","8611.755"
"Serbia","2035","Const. mortality (Medium)","7965.387"
"Serbia","2035","Constant-fertility scenario","8203.595"
"Serbia","2035","High variant","8844.822"
"Serbia","2035","Instant replacement","9204.022"
"Serbia","2035","Low variant","7637.369"
"Serbia","2035","Medium variant","8237.649"
"Serbia","2035","No change (Const. Fer.&Mor.&Zero migration)","8529.761"
"Serbia","2035","Zero migration (Medium)","8848.049"
"Serbia","2030","Const. mortality (Medium)","8387.553"
"Serbia","2030","Constant-fertility scenario","8575.611"
"Serbia","2030","High variant","9062.32"
"Serbia","2030","Instant replacement","9387.927"
"Serbia","2030","Low variant","8103.042"
"Serbia","2030","Medium variant","8582.256"
"Serbia","2030","No change (Const. Fer.&Mor.&Zero migration)","8851.332"
"Serbia","2030","Zero migration (Medium)","9057.836"
"Serbia","2025","Const. mortality (Medium)","8765.757"
"Serbia","2025","Constant-fertility scenario","8904.83"
"Serbia","2025","High variant","9242.316"
"Serbia","2025","Instant replacement","9538.361"
"Serbia","2025","Low variant","8540.452"
"Serbia","2025","Medium variant","8891.381"
"Serbia","2025","No change (Const. Fer.&Mor.&Zero migration)","9123.192"
"Serbia","2025","Zero migration (Medium)","9236.416"
"Serbia","2020","Const. mortality (Medium)","9100.669"
"Serbia","2020","Constant-fertility scenario","9191.219"
"Serbia","2020","High variant","9378.237"
"Serbia","2020","Instant replacement","9630.912"
"Serbia","2020","Low variant","8959.832"
"Serbia","2020","Medium variant","9169.031"
"Serbia","2020","No change (Const. Fer.&Mor.&Zero migration)","9344.081"
"Serbia","2020","Zero migration (Medium)","9389.873"
"Serbia","2015","Const. mortality (Medium)","9399.197"
"Serbia","2015","Constant-fertility scenario","9437.779"
"Serbia","2015","High variant","9508.214"
"Serbia","2015","Instant replacement","9665.088"
"Serbia","2015","Low variant","9339.848"
"Serbia","2015","Medium variant","9424.03"
"Serbia","2015","No change (Const. Fer.&Mor.&Zero migration)","9518.689"
"Serbia","2015","Zero migration (Medium)","9529.6"
"Serbia","2010","Const. mortality (Medium)","9647.109"
"Serbia","2010","Constant-fertility scenario","9647.109"
"Serbia","2010","High variant","9647.109"
"Serbia","2010","Instant replacement","9647.109"
"Serbia","2010","Low variant","9647.109"
"Serbia","2010","Medium variant","9647.109"
"Serbia","2010","No change (Const. Fer.&Mor.&Zero migration)","9647.109"
